borough,age,gpa,days_missed,major,full_time,freshman,first_generation,employed,pell_grant,grade
Outside NYC,28.549307970948888,3.518278734844115,6.384939978939335,Computer Information Systems,0,1,0,0,0,DWFI
Outside NYC,21.309946999390647,2.5104446508230684,9.189727799518318,Computer Science,0,0,1,1,1,DWFI
Manhattan,26.923438288649983,3.0733936733743517,10.181445699704383,Computer Information Systems,1,0,1,1,1,DWFI
Outside NYC,21.169793635475372,2.843832419825798,12.61128421009368,Computer Science,0,0,1,1,0,DWFI
Outside NYC,22.349309781254004,1.9269885298259175,13.439552572013724,Computer Information Systems,0,1,1,1,0,DWFI
Brooklyn,17.965158899883832,2.562050646618989,8.404353163686329,Computer Information Systems,1,1,1,1,0,DWFI
Bronx,21.58526359961678,3.175759519229793,11.59717570135098,Computer Information Systems,1,1,0,0,1,DWFI
Outside NYC,21.466827290748952,3.014773071316212,11.806870145675848,Computer Information Systems,1,0,1,1,0,DWFI
Outside NYC,12.348665644731051,1.773800713057551,11.880506052308867,Computer Information Systems,1,0,1,1,1,DWFI
Outside NYC,23.406663611229277,1.707219230343844,10.291769720560076,Computer Information Systems,1,1,0,1,0,DWFI
Outside NYC,17.468502376204498,3.4643513849500582,17.26221670742847,Computer Science,0,1,0,1,0,DWFI
Outside NYC,26.79442546812227,2.8979281395267216,18.624007100101455,Computer Science,0,1,1,1,0,DWFI
Outside NYC,21.100885388469504,2.7466982308221346,13.196352158856598,Computer Information Systems,0,1,0,1,1,DWFI
Outside NYC,22.450121458625443,2.9028491189639283,15.022100686320753,Computer Information Systems,0,0,1,1,0,DWFI
Outside NYC,25.3925429497593,2.7376623870141925,9.914103994710464,Computer Information Systems,0,1,1,1,0,DWFI
Outside NYC,19.129809085140725,2.5122268399036383,15.795335223837524,Computer Information Systems,1,1,0,1,0,DWFI
Outside NYC,20.524511052029226,2.708288417362697,16.68306692544149,Computer Information Systems,0,1,0,0,1,DWFI
Outside NYC,22.350679843942277,3.3188939306515484,13.653074134349364,Computer Information Systems,1,1,0,1,1,DWFI
Outside NYC,18.910710057482383,2.305959992437784,13.408859462768397,Computer Science,0,1,0,1,1,DWFI
Outside NYC,18.023939037887068,3.1233201182226358,3.2821844752164715,Computer Information Systems,0,0,0,1,1,DWFI
Outside NYC,15.70843692583379,2.9942584586103176,13.495176772944681,Computer Information Systems,0,1,1,0,0,DWFI
Bronx,25.329523763410776,3.1246233699551196,17.152039602715195,Computer Information Systems,1,1,1,0,0,DWFI
Outside NYC,24.210229278026326,2.56916769488166,11.8798617071469,Computer Information Systems,1,1,1,1,1,DWFI
Outside NYC,22.255891504919045,2.963284195021464,14.976499064247145,Computer Information Systems,1,0,1,1,0,DWFI
Outside NYC,25.601856627612502,2.7984280432701376,4.4907611814283985,Computer Information Systems,0,0,0,0,1,DWFI
Bronx,17.630170132600515,2.9077966604650616,15.359329168486754,Computer Information Systems,0,1,1,1,0,DWFI
Outside NYC,24.67686107565599,2.963578314545524,11.432766960850103,Computer Information Systems,0,0,1,1,0,DWFI
Outside NYC,27.389515774486107,2.9338066246516514,8.221832170569485,Computer Information Systems,1,1,1,1,1,DWFI
Outside NYC,20.00259869788381,3.221073046521958,12.15623381932447,Computer Information Systems,0,1,1,1,1,DWFI
Outside NYC,26.966152903836033,2.681141101754082,20.312488936867908,Computer Information Systems,1,0,0,1,0,DWFI
Bronx,25.454051860944368,2.80344942380802,14.872216737423537,Computer Information Systems,0,0,1,1,1,DWFI
Outside NYC,22.33939953453346,4.0642337392802474,13.836321036089801,Computer Information Systems,1,0,0,1,1,DWFI
Outside NYC,27.062569544377293,1.9412748428548467,13.359441625868591,Computer Information Systems,0,0,1,0,1,DWFI
Brooklyn,14.21615550477615,2.5370435396227586,7.3500529496380596,Computer Information Systems,1,1,1,1,1,DWFI
Manhattan,11.415536035192677,3.034741624877898,9.966602303776988,Computer Information Systems,0,1,1,1,0,DWFI
Queens,20.533794188153966,2.2895295163323945,11.138252987833717,Computer Information Systems,1,0,1,1,0,DWFI
Outside NYC,25.272916935812216,2.714581890880009,13.676499041192034,Computer Science,0,1,0,1,0,DWFI
Outside NYC,21.636450746477497,3.2063803977226257,18.876329951797693,Computer Information Systems,0,0,1,1,0,DWFI
Queens,23.3645603287666,2.574466176309299,10.602917532923602,Computer Information Systems,1,1,1,1,1,DWFI
Outside NYC,18.778087076139055,2.2846109356701314,11.48794013106344,Computer Information Systems,0,1,1,0,1,DWFI
Queens,20.182434658499275,2.7980897823698228,13.857828617026847,Computer Information Systems,1,1,1,0,0,DWFI
Manhattan,27.15175737699314,3.018961165180821,8.123419375906774,Computer Information Systems,1,1,0,1,0,DWFI
Outside NYC,26.522066310069675,1.7495133560424,21.58911672782043,Computer Information Systems,0,1,1,1,0,DWFI
Outside NYC,22.47507836936587,2.0801527173453334,16.5010997823347,Computer Science,1,0,1,1,0,DWFI
Outside NYC,22.96672355092733,3.0656269867431014,6.1814655818015245,Computer Information Systems,1,1,1,1,0,DWFI
Outside NYC,14.389883507325024,2.4099682614018856,18.197703432558825,Computer Information Systems,1,0,1,1,0,DWFI
Outside NYC,19.904718622480033,4.0222061619589,24.514048085592243,Computer Information Systems,0,0,0,1,0,DWFI
Outside NYC,20.77753396949442,3.9802564586160374,12.74404613593426,Computer Information Systems,1,1,1,1,1,DWFI
Outside NYC,25.93524146202555,2.1600229004865006,9.719870750054975,Computer Information Systems,0,0,1,0,0,DWFI
Outside NYC,24.690511622185763,2.1259512273016603,16.797571655999374,Computer Information Systems,1,0,1,1,0,DWFI
Outside NYC,13.854840598784595,2.9617178848757337,17.816135496589233,Computer Information Systems,1,0,1,1,1,DWFI
Brooklyn,20.340641214987293,2.712241609165255,6.265067549209956,Computer Science,1,1,1,1,1,DWFI
Outside NYC,17.85194471837069,3.9616819712210116,18.137908546087207,Computer Science,0,0,0,1,1,DWFI
Bronx,21.984431120091845,3.0927271119638196,18.25478700219832,Computer Science,0,1,0,0,0,DWFI
Outside NYC,25.06230103127391,1.8520080469643843,10.184358681135908,Computer Science,1,1,0,1,1,DWFI
Bronx,21.545678482829736,3.00310118393807,13.037847766945644,Computer Information Systems,0,1,1,1,1,DWFI
Outside NYC,16.80707567681994,2.205216529636335,5.174002977442312,Computer Science,0,1,1,1,0,DWFI
Queens,17.159274780416638,2.374863189803217,11.549581320319882,Computer Science,1,1,0,0,1,DWFI
Outside NYC,18.92571243843334,3.300211909398668,11.670195440739922,Computer Information Systems,1,1,1,1,1,DWFI
Bronx,19.736465928268068,2.8007181634096883,4.49659554840321,Computer Information Systems,1,0,1,0,1,DWFI
Outside NYC,20.109979751733903,2.8656582710251657,6.531711303975889,Computer Information Systems,1,1,1,1,0,DWFI
Brooklyn,20.296572664718923,3.0585289855429125,15.06514903607568,Computer Information Systems,0,1,1,0,0,DWFI
Outside NYC,29.60894761490651,3.197160791349617,11.138564883574354,Computer Information Systems,1,1,1,1,1,DWFI
Brooklyn,25.1803725411966,2.9112517502788346,12.680183788188682,Computer Science,0,0,1,1,0,DWFI
Outside NYC,16.84653652615794,2.337775948140353,16.26921913313412,Computer Information Systems,1,1,0,1,1,DWFI
Outside NYC,34.4417089698144,3.207471328170792,10.820831619450008,Computer Information Systems,1,0,0,1,0,DWFI
Outside NYC,25.182221727294394,3.013593671057871,13.409432799805368,Computer Information Systems,1,1,1,0,1,DWFI
Outside NYC,29.521911833881237,2.7508665084339623,14.983444589890858,Computer Information Systems,1,1,1,0,1,DWFI
Outside NYC,23.72680432038161,2.724263228009998,11.503299774418604,Computer Information Systems,1,0,1,1,0,DWFI
Outside NYC,24.01476687621788,2.478604027695589,12.955044841145964,Computer Information Systems,1,1,0,1,1,DWFI
Outside NYC,22.656865589938988,2.4401333931165445,15.59412030001682,Computer Information Systems,0,1,1,1,1,DWFI
Outside NYC,23.90609473857928,3.095454900761325,8.885570127839394,Computer Information Systems,0,1,1,1,0,DWFI
Outside NYC,19.71864259972587,2.4210356494557765,16.27919752274136,Computer Information Systems,1,1,1,1,1,DWFI
Brooklyn,22.668081668140676,2.351554507681335,13.219247581752658,Computer Information Systems,1,1,1,1,1,DWFI
Outside NYC,22.852180755015794,2.645254229145657,14.869711881526099,Computer Information Systems,0,1,1,1,1,DWFI
Bronx,25.91300430836708,3.299601490309451,11.256111192991574,Computer Information Systems,0,1,0,0,0,DWFI
Outside NYC,19.280128409740065,3.1336460376840476,11.329459247951041,Computer Science,1,0,1,1,0,DWFI
Bronx,21.146254514931275,3.344736163961045,5.060185548577092,Computer Science,1,0,1,0,0,DWFI
Outside NYC,24.051556229524447,2.788864186951443,16.651609972654057,Computer Information Systems,1,0,0,1,0,DWFI
Outside NYC,19.111796457500738,2.1214461812109393,4.601961705019978,Computer Information Systems,1,0,1,0,1,DWFI
Manhattan,18.183492100904054,2.824723416623675,13.129454558150792,Computer Information Systems,0,1,1,1,1,DWFI
Outside NYC,22.239229350214373,2.7098424398554557,17.85962593449934,Computer Science,1,1,1,1,1,DWFI
Outside NYC,24.862008587299844,2.5231511064136685,13.721983699793201,Computer Information Systems,1,0,1,1,0,DWFI
Outside NYC,19.00018653857782,2.7833248157685206,11.298189925941118,Computer Information Systems,0,0,0,1,1,DWFI
Outside NYC,22.39014197074287,2.851256065520049,11.865464264507725,Computer Information Systems,1,1,1,1,1,DWFI
Outside NYC,18.452010166570236,2.8208740082385004,13.221910422927275,Computer Science,0,1,1,0,1,DWFI
Manhattan,30.940943444943795,3.108991479724635,21.593975768811507,Computer Information Systems,1,1,1,1,1,DWFI
Outside NYC,25.36407019578824,2.834504131129747,14.261652400084445,Computer Information Systems,1,1,1,1,1,DWFI
Outside NYC,24.167198930645544,2.790600879025222,16.475935995815806,Computer Information Systems,1,1,1,1,0,DWFI
Queens,23.836178594008718,3.0185836785494202,7.204003314813216,Computer Information Systems,1,1,1,1,1,DWFI
Outside NYC,25.947038558359363,3.123163301293034,16.044498180749976,Computer Information Systems,0,1,0,1,0,DWFI
Outside NYC,19.14112995197636,2.5729998094857507,11.533133250320867,Computer Information Systems,1,1,0,1,1,DWFI
Outside NYC,21.65309708596384,2.7640005593872417,20.075469200381985,Computer Information Systems,1,0,0,1,1,DWFI
Outside NYC,15.89600936776865,3.4374217308682384,17.190264883647274,Computer Information Systems,0,0,1,1,1,DWFI
Outside NYC,16.708273486494782,2.6309077755600287,8.546156273232002,Computer Science,0,1,1,1,1,DWFI
Bronx,20.62041716092228,3.2272684602267865,17.229753187058133,Computer Information Systems,1,0,0,1,0,DWFI
Brooklyn,27.59440615653902,3.260728550726272,14.255600611291566,Computer Information Systems,1,1,0,0,0,DWFI
Brooklyn,27.932771758402723,2.1289916849266977,13.361947171466364,Computer Science,0,1,1,1,0,DWFI
Outside NYC,15.996051729200735,2.259606074408778,10.177573329784765,Computer Information Systems,1,0,1,1,1,DWFI
Outside NYC,15.363347797199378,1.6759873913467382,13.046641977353044,Computer Information Systems,0,1,1,1,0,DWFI
Manhattan,19.748979100767038,2.8190061257743557,10.609012794854856,Computer Science,1,0,1,1,1,DWFI
Brooklyn,30.914561817502584,2.7615399078033063,9.346111593299623,Computer Information Systems,1,1,1,1,1,DWFI
Outside NYC,25.960903002477668,2.849577370678349,12.774557852813071,Computer Information Systems,1,1,1,1,1,DWFI
Outside NYC,21.201396229376567,2.606151167521533,19.1093461960674,Computer Information Systems,0,1,0,1,0,DWFI
Outside NYC,21.962388880855137,3.1058855801525196,13.850868342402894,Computer Information Systems,0,1,0,0,1,DWFI
Outside NYC,20.819059039712634,2.5773943519285054,19.331381782242005,Computer Information Systems,1,1,0,0,1,DWFI
Outside NYC,19.967650863912834,3.0876295859050478,12.093278074144195,Computer Information Systems,0,1,0,1,1,DWFI
Brooklyn,18.30417403514482,2.5679949359695007,19.122637736439017,Computer Information Systems,1,1,1,1,0,DWFI
Manhattan,19.950045156051814,3.328083205516935,17.747014274195806,Computer Information Systems,1,0,1,1,0,DWFI
Outside NYC,25.088148121268897,2.182893891046821,17.449413522851426,Computer Information Systems,1,0,1,1,1,DWFI
Bronx,19.408584276713306,3.324908297005784,18.443414894795335,Computer Information Systems,0,0,1,1,1,DWFI
Queens,24.447668779294748,2.1626583950761207,13.061897567768698,Computer Science,0,1,1,1,0,DWFI
Manhattan,22.109410530310544,2.7972157141103824,14.384892754880617,Computer Information Systems,1,1,1,1,0,DWFI
Outside NYC,24.790339756972514,2.884571556197179,17.650841098842882,Computer Information Systems,1,1,1,0,1,DWFI
Manhattan,25.287061234546368,3.0473172658280108,13.738106793260354,Computer Information Systems,1,1,1,1,0,DWFI
Outside NYC,29.41845632142782,2.525443791139497,16.40034912368167,Computer Information Systems,1,0,0,1,1,DWFI
Outside NYC,17.007410182441696,3.0702097327420037,16.364287512140766,Computer Information Systems,1,1,1,1,0,DWFI
Outside NYC,23.1016035370927,3.200746963947019,9.248087139923738,Computer Information Systems,1,1,0,1,0,DWFI
Outside NYC,22.058536817699895,2.0770381467131873,11.441377540444584,Computer Information Systems,0,1,1,1,0,DWFI
Manhattan,26.33519115712746,2.738979241918854,5.118801151813196,Computer Information Systems,1,1,1,1,0,DWFI
Outside NYC,21.275205651918313,3.601457753763989,9.512924066988969,Computer Information Systems,1,1,1,1,1,DWFI
Queens,25.375384925275675,2.8821681959672416,16.172978696059435,Computer Information Systems,0,1,0,0,1,DWFI
Outside NYC,21.092359052386975,2.966305137387708,15.653482739676514,Computer Information Systems,1,1,0,0,1,DWFI
Staten Island,23.528793378741497,2.7313994377088537,10.332944114373637,Computer Information Systems,1,0,1,1,1,DWFI
Outside NYC,19.94455926698825,2.76920501164739,27.306120212811052,Computer Science,0,0,0,1,1,DWFI
Manhattan,33.02496850974752,3.010936052968374,7.278048305892935,Computer Information Systems,1,1,1,1,1,DWFI
Queens,25.727870615582983,2.7985657564184483,14.330303038113119,Computer Information Systems,0,1,1,1,1,DWFI
Outside NYC,17.894775907550066,3.1790897495119554,12.763128085326617,Computer Information Systems,0,1,1,0,1,DWFI
Queens,20.319798740386453,2.6275309234449207,16.669077793342264,Computer Information Systems,0,1,1,1,1,DWFI
Outside NYC,26.83046542226135,1.9841462793984754,11.03467776318183,Computer Information Systems,1,0,1,1,0,DWFI
Bronx,22.89417967224648,2.503880836948741,19.34601621929246,Computer Science,1,1,0,0,0,DWFI
Brooklyn,20.42014899757168,4.200022832849656,14.470127508427202,Computer Science,0,1,1,1,0,DWFI
Manhattan,22.74816018238075,1.8123214725141406,13.792068330347,Computer Science,0,1,1,1,1,DWFI
Manhattan,17.435387863922916,2.416588729593137,11.801231121325387,Computer Information Systems,0,1,0,1,0,DWFI
Bronx,10.632863975657552,3.2680773876090226,16.85175264078152,Computer Information Systems,0,1,1,1,0,DWFI
Queens,18.520974244446478,2.580620055468279,19.546538938335715,Computer Information Systems,1,0,1,1,0,DWFI
Queens,21.780905589459334,2.200319029186953,21.444697093051794,Computer Information Systems,1,1,1,1,0,DWFI
Outside NYC,24.643460322538385,2.5689583108453307,17.080171492019012,Computer Information Systems,1,1,0,1,1,DWFI
Outside NYC,22.319029676796465,3.277639868250067,22.45311835127344,Computer Information Systems,0,0,1,0,1,DWFI
Outside NYC,21.515186225789876,2.2182967709447046,19.522935120347064,Computer Information Systems,0,1,0,1,1,DWFI
Manhattan,24.16017180040154,3.1173800507222396,10.395475016804339,Computer Information Systems,0,0,1,1,0,DWFI
Outside NYC,25.171993910741605,2.4515901979565475,12.181940772752249,Computer Information Systems,0,1,1,1,0,DWFI
Outside NYC,22.53444181343329,3.0759431563510478,16.83843007652868,Computer Information Systems,1,1,0,1,0,DWFI
Queens,21.97204963614483,2.9758852640394555,15.430658953906304,Computer Information Systems,1,1,1,1,0,DWFI
Bronx,29.802946826086856,2.0966073611520684,11.062275371746424,Computer Information Systems,1,1,1,1,0,DWFI
Outside NYC,18.849313584324822,2.6393645740673524,14.802333814158974,Computer Information Systems,1,1,0,1,0,DWFI
Outside NYC,21.488264415034788,3.5524413295984036,11.305365601570116,Computer Information Systems,1,1,1,1,0,DWFI
Bronx,22.90054954805498,3.7070884279774274,6.955503656477505,Computer Information Systems,1,1,1,1,0,DWFI
Outside NYC,26.698595174678204,2.902990154535258,17.85504193736681,Computer Information Systems,0,0,1,1,1,DWFI
Outside NYC,17.607859304630797,3.3798536304161164,20.994815597475146,Computer Information Systems,0,1,1,1,0,DWFI
Outside NYC,24.180474122996426,3.538735320250071,14.169529595789236,Computer Information Systems,1,0,1,0,1,DWFI
Outside NYC,17.6594706554237,2.6996646142736425,10.680154954482761,Computer Information Systems,0,0,0,1,1,DWFI
Outside NYC,26.751257023026824,2.8303135896421536,12.211634356146357,Computer Information Systems,0,1,0,1,1,DWFI
Manhattan,31.901334294517163,3.2067305740399084,16.360091879132078,Computer Information Systems,0,1,1,1,1,DWFI
Bronx,23.048566334755623,2.5654619216964774,22.09009665018971,Computer Information Systems,0,1,1,1,0,DWFI
Outside NYC,21.67657730693825,1.821159691651281,9.468367670128124,Computer Science,1,1,0,0,1,DWFI
Brooklyn,18.369868739257353,2.6837657199906975,14.015567204161231,Computer Information Systems,1,0,1,1,1,DWFI
Outside NYC,19.044013283479835,2.2644475393349546,8.834845027483503,Computer Science,1,1,1,1,0,DWFI
Manhattan,25.362593492733613,1.9872820597897043,10.543639882086868,Computer Information Systems,1,0,0,1,1,DWFI
Bronx,22.371760597861964,3.3993971957458022,5.6903289515165465,Computer Information Systems,1,0,1,1,0,DWFI
Queens,24.76239606874074,2.8638429191376895,12.050300945378723,Computer Information Systems,0,0,1,1,0,DWFI
Queens,22.292509630134216,2.777621749196905,8.048108118326715,Computer Information Systems,1,0,0,1,1,DWFI
Brooklyn,16.86721403153582,3.3089039397714606,14.185145659930205,Computer Information Systems,0,1,1,1,1,DWFI
Outside NYC,17.786324356803608,2.4105592225777683,20.83734908208841,Computer Information Systems,1,1,0,1,1,DWFI
Staten Island,19.447933434964806,2.8763866986962636,9.013747285681623,Computer Information Systems,0,0,1,1,1,DWFI
Manhattan,26.05407268038374,2.6111818079728484,15.09891948747278,Computer Information Systems,1,0,1,0,1,DWFI
Outside NYC,15.916196027694294,3.084422522926128,13.945771796952386,Computer Information Systems,1,0,1,1,0,DWFI
Bronx,26.108387573200574,3.4216768583134938,11.504558749521347,Computer Information Systems,1,0,0,1,1,DWFI
Brooklyn,24.882651206940267,2.883564255741393,5.320109195519201,Computer Science,0,0,0,1,0,DWFI
Queens,18.923393381228834,2.1546546576802497,21.531848482657786,Computer Information Systems,0,0,1,0,1,DWFI
Outside NYC,22.079718527729785,3.4637051026036914,12.047332896889275,Computer Information Systems,1,0,0,0,1,DWFI
Manhattan,22.670791305521963,2.669385781858304,10.495223987253336,Computer Information Systems,1,1,1,0,1,DWFI
Bronx,17.434734496302777,2.7768770921826738,13.07163537778002,Computer Information Systems,0,0,1,1,0,DWFI
Brooklyn,28.16943857062298,3.1156615248731163,10.293008732421843,Computer Information Systems,1,0,1,1,1,DWFI
Outside NYC,20.476897381698212,2.7826944309838715,16.36278298078125,Computer Information Systems,1,1,1,1,0,DWFI
Manhattan,21.414383378125947,3.7172905601629047,13.774951301514795,Computer Science,0,1,0,0,1,DWFI
Outside NYC,23.6342803790102,3.239386388787196,11.316576483119938,Computer Information Systems,1,0,0,1,1,DWFI
Outside NYC,23.392266251759203,3.4585149436119664,13.762952621997044,Computer Information Systems,1,1,0,1,0,DWFI
Bronx,21.753855437827706,2.5176900956647428,15.987521841871596,Computer Information Systems,1,1,1,1,0,DWFI
Manhattan,24.940696413098514,2.5508915879492005,8.157697781010935,Computer Information Systems,1,1,1,1,1,DWFI
Outside NYC,22.504703823101604,2.7327658632075016,12.787610868852319,Computer Information Systems,0,0,0,1,1,DWFI
Outside NYC,24.952177065003152,3.5229777367833597,16.47247198227498,Computer Science,1,1,1,1,0,DWFI
Outside NYC,21.348549535552603,2.7877102499660364,11.791595703668419,Computer Science,0,1,1,1,0,DWFI
Outside NYC,12.723964396228796,1.8925354719649685,19.083523354761628,Computer Information Systems,1,0,0,1,1,DWFI
Queens,24.85790734516055,2.995772762252905,11.87243415075206,Computer Information Systems,1,1,0,1,1,DWFI
Bronx,20.253841346472555,2.8693914526474082,13.591566678815289,Computer Science,1,0,0,1,1,DWFI
Outside NYC,25.553020026501024,2.210259551544084,14.790425684971158,Computer Information Systems,0,0,1,0,0,DWFI
Manhattan,22.773539950508667,2.8414772141955953,5.464482365389058,Computer Information Systems,0,0,1,1,0,DWFI
Bronx,18.878917370324487,2.715073255576226,9.037914540768474,Computer Science,1,1,1,0,0,DWFI
Queens,23.697374810169876,3.1125928282700777,17.002894598498486,Computer Science,0,1,0,1,1,DWFI
Brooklyn,22.9968093906388,2.3095485947735384,11.72302662367168,Computer Information Systems,0,0,0,1,1,DWFI
Bronx,19.17942133935969,2.4779193766344108,6.988571402083847,Computer Science,1,1,1,1,1,DWFI
Outside NYC,26.82029926753814,3.3838152595134483,18.961551504332675,Computer Information Systems,1,0,1,1,1,DWFI
Manhattan,20.365091589203338,2.6292686344946645,12.862787932505167,Computer Information Systems,1,1,1,1,0,DWFI
Queens,22.455190373621054,3.4236664991145473,18.641602548581268,Computer Information Systems,0,0,1,1,0,DWFI
Outside NYC,16.2278131994023,2.3699545326228564,14.507664735740365,Computer Information Systems,0,1,1,1,1,DWFI
Manhattan,16.54685336804486,3.343469196747159,13.284198066317773,Computer Information Systems,0,1,0,1,1,DWFI
Outside NYC,20.45869514371218,3.8523173179659653,18.864103361499314,Computer Information Systems,0,1,1,0,0,DWFI
Outside NYC,20.611555868046217,2.316945713826765,14.784218456074008,Computer Information Systems,1,1,1,0,1,DWFI
Outside NYC,20.71294932793367,3.4050411963293215,14.962482451686085,Computer Information Systems,1,1,1,1,1,DWFI
Outside NYC,25.01931140829111,2.778648531367418,10.232469124811908,Computer Information Systems,0,0,1,0,1,DWFI
Bronx,18.13498442050889,2.8909113644573017,18.079308986762257,Computer Information Systems,0,1,1,1,0,DWFI
Brooklyn,22.016585343912197,3.1758633291428406,9.994452147332499,Computer Information Systems,0,1,1,0,0,DWFI
Manhattan,21.365595797778738,2.7450050824541417,10.541406845335834,Computer Information Systems,1,0,1,1,1,DWFI
Queens,23.778470263142555,2.521413075158673,9.814545300617674,Computer Information Systems,0,1,1,1,1,DWFI
Bronx,25.27922817245539,2.9001618742035142,16.56956085395404,Computer Information Systems,0,1,1,1,0,DWFI
Bronx,23.51477770061591,3.376286845043971,14.465242175136241,Computer Information Systems,1,0,0,0,1,DWFI
Brooklyn,24.073287319170166,2.7180566857618693,7.896628162424727,Computer Information Systems,0,0,1,1,0,DWFI
Outside NYC,25.2238011570002,2.200828292967268,17.333311045662395,Computer Information Systems,1,1,0,1,1,DWFI
Outside NYC,24.673685367707726,2.6400171935197703,20.124884471337218,Computer Science,1,0,0,1,0,DWFI
Brooklyn,20.355631830625967,2.796622026813773,13.356163395777488,Computer Information Systems,1,1,1,1,1,DWFI
Outside NYC,20.10663803568287,3.0182521986854427,11.655206862572843,Computer Information Systems,0,0,1,1,0,DWFI
Outside NYC,22.31987846833118,2.8212091423448067,13.96687549384706,Computer Information Systems,0,0,1,0,1,DWFI
Brooklyn,24.699663878059617,2.647299277820919,16.9400406807513,Computer Science,1,0,1,1,1,DWFI
Bronx,20.02130058761575,1.7958362120168214,17.09517730572943,Computer Information Systems,0,1,1,0,1,DWFI
Outside NYC,27.059516483239634,1.7435956403082726,17.93846564595308,Computer Information Systems,0,1,1,1,0,DWFI
Outside NYC,19.110420056705422,2.6303666211187,12.460234590992489,Computer Information Systems,1,0,1,1,1,DWFI
Outside NYC,24.788785062795203,2.5982680187310496,16.35977906915114,Computer Science,1,1,1,1,1,DWFI
Outside NYC,21.915184991534616,2.9197993692542945,18.199830432537606,Computer Information Systems,0,1,1,1,0,DWFI
Outside NYC,17.72270608277348,2.186753000776315,13.75348375950722,Computer Science,0,1,1,1,0,DWFI
Outside NYC,23.4174367959035,2.521551988289227,12.330677735020814,Computer Information Systems,0,1,1,1,1,DWFI
Manhattan,18.122970104877364,2.6680410396350274,15.083713185540688,Computer Information Systems,1,0,1,0,0,DWFI
Outside NYC,24.779322104018927,1.7239361625543763,11.497025734020987,Computer Information Systems,1,0,0,1,1,DWFI
Outside NYC,18.865723361110305,3.165979811454721,17.056731410824636,Computer Information Systems,0,1,1,1,1,DWFI
Outside NYC,30.103724771872166,2.5838317874019805,12.712109589113709,Computer Information Systems,1,1,0,1,1,DWFI
Outside NYC,23.303133784647397,2.635636748704545,14.850797926481892,Computer Science,1,1,1,1,1,DWFI
Outside NYC,23.81609152941435,3.5222421234335615,10.956045601501817,Computer Science,0,0,0,1,0,DWFI
Outside NYC,18.641085789354953,3.1049904336362824,15.606080068755286,Computer Information Systems,1,0,1,1,0,DWFI
Outside NYC,14.915550067182043,3.2145681879788452,8.717268953108814,Computer Information Systems,0,1,1,1,0,DWFI
Outside NYC,21.682549509908036,3.01809483274334,15.186385299881566,Computer Information Systems,1,0,1,1,0,DWFI
Bronx,22.4858209657312,3.534138097565273,16.144598313843943,Computer Information Systems,1,1,1,1,1,DWFI
Queens,27.310104467092778,2.8617060157411003,14.064440220028857,Computer Information Systems,1,1,1,1,0,DWFI
Outside NYC,17.530957493633807,3.4082148963762258,15.619153357161215,Computer Information Systems,0,1,1,1,0,DWFI
Brooklyn,18.017484525065022,3.0810922379614016,22.40619738667409,Computer Information Systems,1,0,0,1,0,DWFI
Outside NYC,20.547851898585716,2.48652501335647,8.305883461223742,Computer Information Systems,1,1,1,1,0,DWFI
Outside NYC,20.422083156721804,2.416578141243544,13.526019757531632,Computer Science,1,0,0,1,1,DWFI
Outside NYC,21.10043497192164,2.9182393770234283,13.541935413100123,Computer Information Systems,0,1,0,1,0,DWFI
Bronx,26.0417383449426,2.2715603376335003,10.268135586857314,Computer Information Systems,1,0,0,0,1,DWFI
Queens,27.215713312200087,2.6416474398846477,16.4625086648712,Computer Information Systems,1,1,0,1,0,DWFI
Manhattan,28.814792691998264,2.7577854230203536,21.55906278679489,Computer Information Systems,1,1,1,1,1,DWFI
Bronx,16.040968841732756,3.3836981314576433,16.87959859464368,Computer Information Systems,1,1,1,1,0,DWFI
Manhattan,18.99266470998734,2.474039489207203,24.265481788482035,Computer Information Systems,1,0,1,0,0,DWFI
Bronx,23.40053612886387,3.9088264528570926,12.924430070776186,Computer Information Systems,0,0,1,1,0,DWFI
Brooklyn,15.831204231543614,2.6412744373748676,15.14799225598865,Computer Information Systems,1,1,1,1,1,DWFI
Outside NYC,21.040544637699288,2.9206778330483205,15.36997569042768,Computer Information Systems,1,1,0,1,1,DWFI
Bronx,21.38751270514821,2.671040227108275,14.62544527626896,Computer Information Systems,0,1,1,0,1,DWFI
Outside NYC,17.370431860887233,3.641026252722467,13.364336389421885,Computer Information Systems,1,1,1,0,1,DWFI
Outside NYC,24.290577262053652,3.1308944930795706,15.862641223915636,Computer Information Systems,0,0,0,1,0,DWFI
Outside NYC,17.64230915233649,2.7240252164130787,14.646395734817395,Computer Information Systems,1,1,1,0,1,DWFI
Brooklyn,23.719679658209497,3.444530605911475,18.023943262103895,Computer Science,0,1,1,1,0,DWFI
Outside NYC,28.890451808679476,3.431432419834741,13.091060728159354,Computer Information Systems,1,0,0,0,1,DWFI
Outside NYC,21.591533696745064,3.142618421803339,18.042593118517722,Computer Information Systems,1,1,1,1,1,DWFI
Outside NYC,22.20142419097202,3.009701568765356,7.664153752461967,Computer Science,0,0,0,1,0,DWFI
Outside NYC,26.963870940025533,2.87930109964778,11.796311407285366,Computer Information Systems,1,0,1,1,1,DWFI
Outside NYC,17.905049062331596,3.5946374074089658,15.331848263586732,Computer Science,1,1,1,1,1,DWFI
Manhattan,21.780042379870522,3.1122432171036407,5.494690280229445,Computer Information Systems,0,1,0,1,1,DWFI
