,borough,age,gpa,days_missed,major,full_time,freshman,first_generation,employed,pell_grant,grade
15868,Outside NYC,31.23758864196335,2.597951202317364,5.09541417003063,Computer Information Systems,0,1,1,1,0,P
15869,Brooklyn,21.33660775747584,3.3738645300985954,4.309818571760205,Computer Information Systems,0,0,1,1,1,P
15870,Outside NYC,21.51703486383078,2.1792326113274063,2.141268444434248,Computer Science,0,1,0,1,1,P
15871,Outside NYC,24.5541128583977,2.543332763326712,4.514787822272014,Computer Information Systems,1,1,0,0,1,P
15872,Outside NYC,25.00508339139723,2.8391958988347854,7.179721743998769,Computer Information Systems,1,0,1,1,1,P
15873,Outside NYC,18.798147990443525,3.595077781028428,10.97683268444104,Computer Science,1,0,1,1,1,P
15874,Outside NYC,20.318526622332808,3.3859633781542855,13.868491686445264,Computer Information Systems,0,0,0,1,1,P
15875,Outside NYC,21.085235754977514,3.1973556209824143,5.937313437675339,Computer Information Systems,0,0,1,0,0,P
15876,Outside NYC,29.403515356603755,2.5808346669342077,2.8383848531843667,Computer Information Systems,1,1,1,0,0,P
15877,Brooklyn,22.53990537188354,3.31191649920935,12.116750109058952,Computer Information Systems,0,0,0,1,0,P
15878,Manhattan,22.297927731502835,3.7775400605667215,-3.6721864415689964,Computer Information Systems,1,1,1,0,1,P
15879,Bronx,19.270546772512628,3.4932326494709436,6.270057723458547,Computer Information Systems,0,1,0,0,1,P
15880,Outside NYC,26.040159187748362,3.014250165324741,8.981094818750408,Computer Science,1,1,1,0,1,P
15881,Outside NYC,21.41723148524424,2.944436179544871,2.872239029643827,Computer Information Systems,0,1,1,0,1,P
15882,Queens,17.70900921477209,3.329656673375966,-1.0549222916810965,Computer Information Systems,1,1,0,1,1,P
15883,Brooklyn,23.937119341575038,3.5429307339643628,11.174923901438316,Computer Science,1,1,1,1,1,P
15884,Brooklyn,19.359469664649588,2.8758592596988306,7.589641569090037,Computer Information Systems,1,1,1,0,0,P
15885,Queens,22.266321113094893,2.154167153716133,7.506408296972122,Computer Science,0,0,1,1,0,P
15886,Brooklyn,25.152174594248667,3.955823414662485,12.03446676187661,Computer Information Systems,1,0,0,1,0,P
15887,Manhattan,20.390444382968212,2.3054991377884106,4.185115762942641,Computer Information Systems,1,0,1,1,0,P
15888,Brooklyn,23.581007303320995,2.862602804020937,11.453022158773585,Computer Science,1,0,1,1,1,P
15889,Bronx,19.679143222011252,2.7003407022964074,2.5467263813974483,Computer Science,1,1,1,1,0,P
15890,Outside NYC,31.121630060057804,3.23474586334453,5.63735187527742,Computer Science,1,1,1,0,0,P
15891,Outside NYC,22.143229337094027,3.470098539543025,5.798437850522522,Computer Information Systems,1,0,1,1,1,P
15892,Brooklyn,25.19168429906881,2.454188861021139,16.85460814324998,Computer Information Systems,1,1,1,0,0,P
15893,Outside NYC,18.35064627447924,2.7147312155489884,9.576078435579813,Computer Information Systems,1,1,0,1,1,P
15894,Manhattan,25.453017324576063,3.594358779197222,4.6733411996006,Computer Information Systems,0,0,0,0,1,P
15895,Queens,26.409080582058696,2.808620190408572,7.047871717619859,Computer Information Systems,0,1,0,0,0,P
15896,Manhattan,21.80318735240146,3.09749019199198,3.8561949225739967,Computer Science,1,0,0,0,0,P
15897,Bronx,26.0464196456549,2.665912359065488,4.626642181236663,Computer Science,1,0,0,1,1,P
15898,Brooklyn,21.588766250314936,3.8258208950844144,1.5621320230568676,Computer Information Systems,1,1,0,0,0,P
15899,Outside NYC,23.370579955012452,3.542081213789313,5.7645233398054225,Computer Information Systems,1,1,1,1,1,P
15900,Outside NYC,25.564626673756354,2.69817873364754,-3.69864776729837,Computer Information Systems,0,1,1,1,1,P
15901,Outside NYC,24.108928543051093,3.310689238285405,4.010140887387594,Computer Science,1,1,1,1,0,P
15902,Brooklyn,21.31613202906588,3.4324442416114813,19.883093190558366,Computer Information Systems,1,0,0,1,0,P
15903,Manhattan,22.45566540814124,2.5310785847014463,-0.8841253993495934,Computer Information Systems,0,0,0,1,1,P
15904,Brooklyn,20.15176204737833,3.582118556172162,5.157285223305314,Computer Science,0,1,1,0,1,P
15905,Brooklyn,24.004344227208115,3.4009499612053116,10.72791242068847,Computer Information Systems,1,1,1,0,0,P
15906,Staten Island,23.135989619186123,2.9037769290134214,15.33899634606511,Computer Information Systems,1,1,1,1,0,P
15907,Outside NYC,24.203527579586762,3.679045808895774,14.88490732381426,Computer Information Systems,0,1,1,1,1,P
15908,Staten Island,15.767958156574675,3.1888216009896975,6.853832753258089,Computer Information Systems,1,1,1,1,1,P
15909,Brooklyn,24.730039815926013,1.766625873433681,8.545242660453212,Computer Information Systems,1,0,0,1,1,P
15910,Outside NYC,23.423070867300606,3.199199576293635,6.754960088432343,Computer Information Systems,1,1,1,1,1,P
15911,Outside NYC,23.253897417047256,3.5021268975642297,8.893231447500714,Computer Science,1,1,0,0,0,P
15912,Queens,20.71135082803308,4.112357525421087,-0.18481990911707502,Computer Science,1,0,0,1,0,P
15913,Outside NYC,26.006824660089826,2.711206282935417,6.718605073257308,Computer Information Systems,1,1,1,1,0,P
15914,Brooklyn,22.019898690596182,1.1054629155059663,4.1239965027630285,Computer Information Systems,1,1,0,1,1,P
15915,Outside NYC,28.43335083237818,1.6111683191255284,-0.6589623213210691,Computer Science,1,1,0,1,1,P
15916,Manhattan,26.727748072099498,3.541496746957315,6.485572050982427,Computer Science,1,1,0,1,0,P
15917,Brooklyn,25.54688794810816,3.66793839069068,7.990717075433534,Computer Information Systems,0,1,1,0,1,P
15918,Outside NYC,26.07368426811941,3.876374315923835,-0.4810769542350801,Computer Information Systems,1,0,1,0,1,P
15919,Brooklyn,21.680350071232567,3.1608470340559447,6.346451708227432,Computer Information Systems,1,1,0,0,1,P
15920,Bronx,22.035414524250466,2.5766955724243594,11.238812762154307,Computer Science,0,1,1,1,0,P
15921,Queens,25.913285354442817,2.7527062652183636,1.7501567972885201,Computer Science,1,1,1,0,1,P
15922,Manhattan,21.736977001540634,3.322976863542326,-3.5174041780454814,Computer Science,1,1,0,0,0,P
15923,Manhattan,19.885215894095808,3.368953048635249,0.6636837802183697,Computer Information Systems,1,1,1,0,1,P
15924,Outside NYC,22.23259771561902,3.553784082562973,-1.218315183537534,Computer Information Systems,0,1,0,0,0,P
15925,Brooklyn,23.822743055699743,3.0894221489648372,8.461525027812073,Computer Science,0,1,0,1,0,P
15926,Manhattan,20.364763121192585,3.553835892366388,-3.839304787694596,Computer Science,1,0,0,0,0,P
15927,Brooklyn,25.471445148671027,3.023397802742123,3.887483631529882,Computer Information Systems,1,1,0,1,1,P
15928,Outside NYC,26.213357309353427,2.9723424209790665,11.15122090583029,Computer Information Systems,1,1,1,1,1,P
15929,Bronx,21.517136253719492,3.172985178362781,4.033915724159781,Computer Information Systems,0,1,0,1,0,P
15930,Brooklyn,23.079588849132104,3.382682523436027,10.596116179169716,Computer Information Systems,0,0,1,1,0,P
15931,Outside NYC,22.63820640949927,3.1687386953063847,12.195044038977732,Computer Information Systems,1,1,1,1,0,P
15932,Outside NYC,20.275246180187082,4.039358215362021,5.186609815671743,Computer Information Systems,0,0,1,1,0,P
15933,Outside NYC,21.692924869381773,4.134112610003196,3.296640814970345,Computer Science,1,1,0,0,0,P
15934,Outside NYC,19.998039985986985,2.482387417601434,6.893627058233514,Computer Information Systems,1,1,1,0,0,P
15935,Outside NYC,21.303129498374567,3.4507795713603255,2.377093288004974,Computer Information Systems,1,1,1,1,1,P
15936,Queens,20.3658915199713,2.880867825949771,5.292732273647326,Computer Information Systems,0,1,1,1,0,P
15937,Brooklyn,19.28019742442924,2.257204426172426,-1.0221458115098496,Computer Science,0,1,0,1,0,P
15938,Brooklyn,29.23593990283966,3.8417598182592765,9.70531210043787,Computer Information Systems,1,1,1,1,0,P
15939,Brooklyn,28.964380375945897,2.6763613618728375,0.8409660566778756,Computer Information Systems,1,1,1,1,1,P
15940,Brooklyn,21.28956872168448,3.0389892374538037,11.123661108995535,Computer Information Systems,1,0,1,1,1,P
15941,Outside NYC,21.857658046549524,3.6251038830252313,2.047942168248089,Computer Information Systems,0,1,1,1,1,P
15942,Queens,24.958082655456266,3.5736503715291343,7.711598230658885,Computer Science,1,0,0,0,1,P
15943,Outside NYC,20.438624403171374,3.9060772649273203,8.904078881565804,Computer Science,1,1,0,0,1,P
15944,Brooklyn,22.886581016476292,2.862445697859727,9.480372694427329,Computer Information Systems,0,1,1,1,0,P
15945,Brooklyn,24.099360584379287,3.349045412290597,5.165050279363547,Computer Information Systems,1,0,1,1,0,P
15946,Queens,25.58728173877237,2.6655605733965606,2.7861013568755464,Computer Information Systems,0,1,0,0,1,P
15947,Brooklyn,23.71672208632696,2.8493583550651413,4.031990204000805,Computer Science,1,0,1,0,0,P
15948,Outside NYC,19.88937896671238,3.2624663412414034,11.249653288411245,Computer Information Systems,0,0,0,1,1,P
15949,Brooklyn,18.58083023187085,2.665254426933405,2.079153270742225,Computer Information Systems,1,0,1,1,0,P
15950,Outside NYC,21.497661511911197,3.742453356189845,0.6372152755739524,Computer Information Systems,1,1,0,1,1,P
15951,Brooklyn,24.69293234952108,2.4846378980683697,3.4204660791319075,Computer Information Systems,1,1,0,1,1,P
15952,Bronx,23.144411923769134,2.607457774000458,7.248883320807474,Computer Information Systems,1,0,1,1,1,P
15953,Outside NYC,27.135974450063593,3.092234572093078,11.167279425530717,Computer Information Systems,0,1,1,1,1,P
15954,Outside NYC,21.894851461372163,3.42623951962517,2.252693319757361,Computer Information Systems,1,0,0,1,1,P
15955,Bronx,19.059112877257554,3.040712960761631,10.664360334334027,Computer Information Systems,1,1,0,1,1,P
15956,Brooklyn,26.85082345803017,3.750406118806766,1.2622605671007818,Computer Information Systems,1,1,1,1,0,P
15957,Outside NYC,24.522250780828386,3.8299419148918386,8.273242261312404,Computer Information Systems,1,1,1,1,1,P
15958,Manhattan,28.18483903736206,3.559361993192515,7.6665209773461,Computer Science,1,0,1,0,1,P
15959,Outside NYC,19.650721910481124,2.7269017710313106,10.643020118177352,Computer Science,1,1,1,0,1,P
15960,Brooklyn,21.795382366205928,3.1504431350700526,1.3218102027356453,Computer Science,1,1,1,0,0,P
15961,Outside NYC,19.61541132234927,3.311938349528841,3.7076607200132803,Computer Information Systems,1,1,1,1,0,P
15962,Brooklyn,27.948139220107837,1.865131087485467,7.796772105312213,Computer Information Systems,1,1,1,1,0,P
15963,Brooklyn,23.16670266159828,4.017253399391438,9.00116815670237,Computer Information Systems,1,1,1,1,1,P
15964,Queens,22.25223667051361,3.3170479778840143,3.295280655198675,Computer Science,1,1,1,1,1,P
15965,Outside NYC,13.980080022980609,2.260165284234693,17.043750630110583,Computer Information Systems,1,0,1,1,0,P
15966,Bronx,16.52237786478452,2.18424518644982,-1.1082123686020147,Computer Information Systems,1,1,1,1,1,P
15967,Manhattan,26.52640842778212,3.211043153884246,8.545195991419286,Computer Information Systems,0,1,1,1,1,P
15968,Outside NYC,18.250358227078202,2.1675050015843933,6.257403529204521,Computer Information Systems,1,0,1,0,1,P
15969,Brooklyn,21.836704109102268,3.6654151292843857,1.6773961215448114,Computer Information Systems,1,1,0,1,1,P
15970,Staten Island,19.76858875846513,3.389753004048307,-5.714135760962945,Computer Information Systems,0,1,1,1,1,P
15971,Queens,22.67713757328833,2.5472165580755934,-0.15847686434951935,Computer Science,1,1,1,1,1,P
15972,Queens,30.979298955014126,4.226508524649737,-1.4362722928062421,Computer Science,1,1,0,0,1,P
15973,Manhattan,23.00702944673688,3.596935526862096,10.292081540423126,Computer Information Systems,1,0,1,1,0,P
15974,Queens,23.527810174903493,2.678004161147488,5.460704675533112,Computer Information Systems,1,1,1,1,0,P
15975,Outside NYC,21.753885550167944,2.9612794843031693,4.126744658703758,Computer Science,1,1,0,1,0,P
15976,Bronx,18.376658585501033,3.4607239422702283,9.102234669241255,Computer Information Systems,0,1,0,1,0,P
15977,Brooklyn,21.529263913522776,3.2528197349770274,1.054553484296509,Computer Information Systems,1,0,1,0,0,P
15978,Brooklyn,26.529561064751505,1.8760631026075776,5.438160535710217,Computer Information Systems,0,1,0,1,0,P
15979,Queens,31.45680242117592,3.466338940338036,3.045086932728845,Computer Information Systems,1,0,1,0,1,P
15980,Outside NYC,19.730916531728163,2.968335778118919,0.32605633291142855,Computer Information Systems,0,1,1,1,1,P
15981,Outside NYC,30.973764043750876,3.495058271243667,0.0372802439562685,Computer Information Systems,0,0,1,1,0,P
15982,Manhattan,25.64074646735424,2.7117696579211192,5.359685318105306,Computer Information Systems,1,1,0,0,0,P
15983,Manhattan,23.0545913909364,3.4898314742239345,5.01838817393668,Computer Information Systems,1,1,0,1,1,P
15984,Queens,22.970950274487745,2.923768160933135,4.643058514286267,Computer Information Systems,1,1,0,1,1,P
15985,Bronx,21.51867398511258,2.985148982104363,7.918839489757087,Computer Information Systems,1,0,1,0,1,P
15986,Outside NYC,24.667305747290868,4.561331761719018,11.711911005169574,Computer Information Systems,1,0,1,1,1,P
15987,Outside NYC,23.133006690316844,2.6079543253225608,2.2515641850868087,Computer Information Systems,0,1,1,1,0,P
15988,Brooklyn,25.728921594886547,3.574709896877484,7.726392205598249,Computer Information Systems,0,0,1,1,0,P
15989,Manhattan,21.677403767806872,1.5992673418855494,-1.070261745719427,Computer Science,0,0,0,1,0,P
15990,Bronx,22.67712905014925,4.003187807133113,4.4669724317602855,Computer Information Systems,1,0,1,0,1,P
15991,Queens,23.413535115162794,3.195531338146393,6.5358389903023895,Computer Information Systems,0,0,1,1,1,P
15992,Manhattan,16.81639554900012,2.4165194948856836,0.4183104012015946,Computer Information Systems,0,1,1,0,0,P
15993,Queens,25.77489139264246,2.5730813223234366,9.491640985932383,Computer Science,1,1,1,1,1,P
15994,Manhattan,25.30658965146428,3.2556216145385863,12.044130515155544,Computer Information Systems,1,1,1,1,1,P
15995,Outside NYC,25.78267375803426,3.6703700811239584,13.175062135521735,Computer Information Systems,0,0,1,1,0,P
15996,Outside NYC,18.518996699079132,2.6987259077290866,9.642686299194482,Computer Science,1,1,1,1,1,P
15997,Outside NYC,24.242301618984712,1.1272028548561566,8.145437869922901,Computer Science,1,0,0,0,0,P
15998,Outside NYC,24.944827131107548,2.459767621397437,4.361028919431966,Computer Information Systems,1,0,1,1,1,P
15999,Manhattan,25.252849556320466,3.196126305751414,10.319335917824564,Computer Science,1,1,0,1,1,P
16000,Bronx,20.58398276396751,3.4461838388591506,3.917166341220347,Computer Information Systems,0,0,1,1,0,P
16001,Outside NYC,26.604314023811973,3.0905203990222505,8.659514202699436,Computer Information Systems,1,1,0,0,1,P
16002,Bronx,15.2709308427427,4.20209195133657,3.959335133747467,Computer Science,1,0,0,1,0,P
16003,Brooklyn,28.42836063833125,2.7636230979292455,7.171969979487438,Computer Information Systems,1,1,1,0,1,P
16004,Queens,18.622862723677642,2.2765379794383263,0.14935253813132032,Computer Information Systems,1,0,0,1,0,P
16005,Manhattan,26.33637045781426,2.9496295312462584,7.269239345468649,Computer Information Systems,0,1,0,0,0,P
16006,Outside NYC,25.57000557541992,4.15113605931332,5.546740278477712,Computer Science,0,1,1,1,0,P
16007,Outside NYC,28.42065237542498,3.948186401878352,-0.5113454552868362,Computer Information Systems,1,1,0,0,0,P
16008,Outside NYC,21.845426081343156,2.537330042550866,12.664241816767873,Computer Information Systems,1,0,0,0,1,P
16009,Brooklyn,23.381349139788554,3.6166890855350724,1.4744544580058916,Computer Information Systems,1,1,1,0,1,P
16010,Bronx,24.01807679083115,3.223840516169456,-0.8723632509554982,Computer Information Systems,1,1,0,0,0,P
16011,Outside NYC,25.350158184850443,3.256762056779205,3.3290114094186047,Computer Information Systems,1,1,1,1,1,P
16012,Manhattan,24.29436617836469,2.9137994445005035,2.8025772761914824,Computer Information Systems,0,1,1,1,1,P
16013,Bronx,18.736639167214214,2.503686665659634,3.912273274357759,Computer Information Systems,1,1,1,0,0,P
16014,Outside NYC,20.814374280604618,3.58915336669002,8.01090985037261,Computer Information Systems,1,0,0,1,1,P
16015,Brooklyn,21.619055499962887,2.5854914372804556,15.247858653018863,Computer Information Systems,1,1,1,1,0,P
16016,Bronx,30.907937266421346,2.374356453238202,7.136315648557251,Computer Information Systems,0,0,1,1,1,P
16017,Outside NYC,20.803686885475344,2.67940973251102,10.89445583930119,Computer Science,0,1,0,1,0,P
16018,Outside NYC,25.654765425139853,3.435423015594164,10.466573238786859,Computer Information Systems,1,1,0,1,0,P
16019,Manhattan,24.547088847199564,3.1505422812371653,15.885600583592362,Computer Information Systems,0,1,1,0,1,P
16020,Outside NYC,26.93057641875552,2.694817888587847,3.6190598928988575,Computer Information Systems,0,0,1,1,0,P
16021,Outside NYC,23.850342443075533,4.096850574805729,6.774168202542215,Computer Science,0,1,0,1,1,P
16022,Brooklyn,22.983325831325796,3.292239923296763,11.031740868390639,Computer Information Systems,1,1,0,0,0,P
16023,Manhattan,20.62991966820568,2.934039818291355,0.6591679130193668,Computer Information Systems,0,0,0,0,1,P
16024,Bronx,19.8787516685676,2.843937363218192,13.914650218488632,Computer Information Systems,1,1,0,1,1,P
16025,Outside NYC,25.81184655625953,2.7001907773396536,-4.95701404792406,Computer Information Systems,1,1,1,0,0,P
16026,Brooklyn,26.80482139664511,4.111591994921014,10.713851056763229,Computer Science,0,0,0,0,1,P
16027,Outside NYC,25.869047832884437,4.2104506775787565,9.489385624150108,Computer Information Systems,1,1,1,1,1,P
16028,Brooklyn,26.3950316236851,3.2244643492090734,5.660320343832563,Computer Science,1,1,1,0,0,P
16029,Outside NYC,22.380166894674158,3.8957998532230738,6.217380066294966,Computer Science,0,1,0,0,1,P
16030,Manhattan,22.997773155309435,3.7678142308849005,4.133416729009671,Computer Information Systems,0,1,0,1,1,P
16031,Bronx,20.957742880649715,4.02311905702602,3.9802271260436215,Computer Information Systems,0,1,1,1,0,P
16032,Brooklyn,24.488052183408698,3.5777923205215463,4.346513475411163,Computer Science,0,1,1,0,0,P
16033,Queens,21.44018903634674,3.5141709805459644,9.618067898130004,Computer Information Systems,0,1,1,0,1,P
16034,Queens,28.41490080273382,2.1467344152564865,7.880748111638978,Computer Science,0,0,1,1,0,P
16035,Brooklyn,22.756258393005297,3.4208218666890353,8.519021434865838,Computer Information Systems,1,0,0,1,1,P
16036,Outside NYC,25.80070003243695,3.345798907537249,4.414690789001239,Computer Information Systems,1,1,1,1,0,P
16037,Outside NYC,25.07850660147555,3.506076899486671,-0.7386944161907341,Computer Information Systems,1,0,1,1,0,P
16038,Queens,18.123772989353682,2.7977428719737296,11.43877584114567,Computer Information Systems,0,0,0,0,1,P
16039,Brooklyn,25.448204169483752,3.198289587148947,10.108789364042295,Computer Information Systems,1,0,0,0,1,P
16040,Outside NYC,17.613526961074015,3.402670131453305,4.8059841837748465,Computer Information Systems,1,1,1,0,0,P
16041,Brooklyn,20.38243741326126,3.9946218383225003,6.525795309480054,Computer Science,1,0,1,1,0,P
16042,Manhattan,23.096013266019195,3.657375398739755,12.222835024184738,Computer Information Systems,1,1,1,1,1,P
16043,Bronx,25.440707354787893,2.7162982231382164,-0.5416196304332841,Computer Information Systems,1,1,1,1,0,P
16044,Manhattan,22.914189735420216,3.394377217279639,19.762791593189334,Computer Information Systems,0,0,1,1,1,P
16045,Queens,22.73250872759963,2.4070099247274133,-0.4164147167858019,Computer Information Systems,0,1,1,1,0,P
16046,Bronx,17.977028141234783,3.124430901893739,9.314690056054896,Computer Information Systems,0,1,0,0,1,P
16047,Bronx,20.33716030205278,3.1686346862411487,2.7886170193267366,Computer Information Systems,0,1,1,0,1,P
16048,Manhattan,22.014297315164114,2.590751390997971,7.063059023345934,Computer Information Systems,0,1,1,0,1,P
16049,Brooklyn,17.852441404930133,4.348488961417845,9.413884636981477,Computer Information Systems,1,1,1,0,0,P
16050,Bronx,27.8979385770511,3.1043353185925144,5.640933006867378,Computer Information Systems,1,0,1,1,1,P
16051,Manhattan,27.501806099680202,3.6166761865349337,1.3428339819715633,Computer Information Systems,1,1,0,0,0,P
16052,Brooklyn,21.265073350925416,2.962993338923748,-4.5717060673726095,Computer Information Systems,1,0,0,1,0,P
16053,Queens,20.180865147503308,3.8639778924404546,9.052122279920326,Computer Information Systems,1,0,1,1,0,P
16054,Outside NYC,26.65783183760942,2.9657157138343972,5.079930674342814,Computer Information Systems,1,1,1,1,0,P
16055,Outside NYC,22.468998805015854,3.5702725883590802,4.067705103083656,Computer Science,1,1,1,0,0,P
16056,Outside NYC,26.814839986689584,2.5282087678140996,8.073464384318552,Computer Information Systems,1,1,0,1,1,P
16057,Outside NYC,25.35127845321971,3.3455334244044925,1.6887850269529885,Computer Information Systems,1,1,1,1,0,P
16058,Manhattan,25.217935237810313,3.5519895040031604,-0.002181478764558875,Computer Information Systems,0,1,1,0,1,P
16059,Manhattan,20.739982482445253,3.3230873630732862,10.30435527249621,Computer Information Systems,1,1,0,1,0,P
16060,Outside NYC,24.530095320150487,2.4673395661506397,9.769481869067256,Computer Science,1,1,1,1,1,P
16061,Outside NYC,25.051030536306584,2.1038122175056855,5.944276712279556,Computer Science,0,0,1,0,0,P
16062,Brooklyn,24.080653894685934,4.1961015984031365,13.775887224085544,Computer Information Systems,0,1,1,1,1,P
16063,Outside NYC,21.94744731179328,2.139953792832631,1.3693095085085814,Computer Information Systems,1,1,1,1,0,P
16064,Manhattan,22.13134327361367,2.371648408849611,-0.14618675903253564,Computer Information Systems,0,1,1,1,0,P
16065,Brooklyn,24.847557521281104,3.0228721952090347,-2.3182693875908686,Computer Information Systems,0,1,1,1,0,P
16066,Outside NYC,21.360884137890913,2.369592181376156,2.857400432840449,Computer Science,1,1,0,1,0,P
16067,Manhattan,19.4541995898563,3.138974332327175,8.519992025404994,Computer Science,1,1,1,1,0,P
16068,Outside NYC,28.09097015713529,3.0872914385011256,6.902312767797434,Computer Science,0,1,1,1,0,P
16069,Bronx,22.306684022715256,2.369396908323783,7.264728045496772,Computer Information Systems,1,0,0,0,1,P
16070,Queens,25.044819520460663,2.7556216329560788,12.355012847308451,Computer Information Systems,1,1,1,0,0,P
16071,Queens,21.510255260511368,2.526651503855432,2.6921463236483127,Computer Information Systems,0,0,1,0,1,P
16072,Brooklyn,24.487362996621293,3.619831627190961,9.654363424996685,Computer Information Systems,0,1,1,1,0,P
16073,Outside NYC,19.436336497652732,3.5224127358190547,4.715083971550749,Computer Information Systems,1,0,1,1,1,P
16074,Outside NYC,22.77750361096618,3.25071367498632,2.7298016810858474,Computer Science,1,0,0,1,0,P
16075,Outside NYC,20.71092280156151,3.2451285713910747,4.818928594143692,Computer Information Systems,0,1,1,1,1,P
16076,Outside NYC,20.065887325200773,3.3181021646379603,3.7840329349412016,Computer Science,0,1,0,1,0,P
16077,Bronx,18.018516893910252,3.555102875288865,14.72202029239426,Computer Information Systems,1,1,0,1,0,P
16078,Queens,25.24580656811203,2.997902878969016,-1.8755712040020365,Computer Science,1,1,1,1,0,P
16079,Outside NYC,25.924570654544457,3.20497167419589,2.241072345381546,Computer Information Systems,1,1,0,0,1,P
16080,Bronx,22.127461009780564,4.195540501843074,-2.2499880847789715,Computer Science,1,1,0,1,1,P
16081,Brooklyn,29.889020689434496,2.978514072834991,-2.023913790288834,Computer Information Systems,0,1,1,1,1,P
16082,Brooklyn,26.58895632095246,3.090967089469354,8.3089239913838,Computer Information Systems,1,0,0,1,1,P
16083,Outside NYC,22.339461449306786,3.1976178033756293,11.573284602522742,Computer Information Systems,0,1,0,1,0,P
16084,Outside NYC,23.587242511948453,2.5690082847411637,5.615991508200459,Computer Science,1,1,1,0,0,P
16085,Outside NYC,19.69664406459799,1.9006662053680876,5.855828762489124,Computer Science,0,1,0,0,1,P
16086,Staten Island,25.955547812109664,2.5805475238408957,7.537807508459839,Computer Information Systems,0,1,1,1,1,P
16087,Brooklyn,25.208823476377884,2.7385911004510706,-5.903909035807729,Computer Science,1,1,0,1,0,P
16088,Queens,27.85276092486806,3.821794863024375,6.839079699438273,Computer Information Systems,0,1,1,0,0,P
16089,Bronx,15.137345230138866,2.811426764203487,1.1335951549629026,Computer Information Systems,1,1,1,1,0,P
16090,Outside NYC,17.87341301009954,3.7089075622006877,10.11085482796615,Computer Information Systems,1,1,1,1,0,P
16091,Brooklyn,29.92886925199678,3.323094021541344,12.753301829567405,Computer Information Systems,1,1,0,0,1,P
16092,Manhattan,19.837830753392833,2.11288793106426,6.64946694509262,Computer Information Systems,0,0,0,0,1,P
16093,Outside NYC,20.209130388534128,3.4435188876104843,13.089515788662911,Computer Information Systems,1,0,1,1,1,P
16094,Bronx,25.959607915926014,2.899128627936014,6.8843813269918845,Computer Information Systems,1,1,1,1,0,P
16095,Outside NYC,24.70841359870888,2.5150322348868723,-6.559865590725073,Computer Information Systems,0,1,0,1,1,P
16096,Outside NYC,19.08878794604482,3.8283556905612883,1.792577993108834,Computer Information Systems,0,1,0,1,0,P
16097,Brooklyn,21.564781576810613,4.480658313911515,0.8358495261276646,Computer Information Systems,1,0,1,1,0,P
16098,Bronx,26.777139893797482,3.498133925569705,13.564598042027296,Computer Information Systems,1,0,1,1,0,P
16099,Bronx,18.34975474635177,2.9853486256373483,2.1049886068871295,Computer Information Systems,1,1,1,1,0,P
16100,Brooklyn,26.11131089263719,3.019596395691875,5.572466527551743,Computer Information Systems,1,1,1,1,1,P
16101,Manhattan,23.271441803737023,3.634866667647572,5.340920109790527,Computer Science,0,1,0,0,1,P
16102,Brooklyn,25.949490375777707,3.1828345389126294,11.352976750772402,Computer Information Systems,1,1,1,0,1,P
16103,Brooklyn,15.942910613190701,3.2576180944959727,9.52117519613343,Computer Information Systems,1,1,1,0,1,P
16104,Outside NYC,18.572543290926536,2.822525239449174,9.3052497757539,Computer Information Systems,1,1,1,0,0,P
16105,Brooklyn,27.921470617991005,3.169815428035194,7.098284287139418,Computer Information Systems,0,1,1,1,1,P
16106,Queens,19.458654573018944,2.6036682351929104,2.67969130705543,Computer Science,1,0,1,1,1,P
16107,Brooklyn,25.476327443173474,3.824159060761701,10.92863682152986,Computer Information Systems,1,1,0,1,0,P
16108,Brooklyn,25.000812951610605,3.4622992209190198,14.760894990653354,Computer Information Systems,1,0,1,1,1,P
16109,Bronx,21.075727524285718,2.5160984647366518,8.598988770165175,Computer Information Systems,1,0,1,0,1,P
16110,Brooklyn,26.74222319884577,2.18897429660265,6.6596868142057195,Computer Information Systems,1,0,1,0,1,P
16111,Outside NYC,23.319421706827672,3.64319373417364,10.45520247279974,Computer Information Systems,1,1,1,0,1,P
16112,Outside NYC,23.184645957064102,3.4232904971896563,2.7174354069322204,Computer Information Systems,0,1,0,1,0,P
16113,Outside NYC,22.189202526420534,3.5910344632559967,5.246489809890347,Computer Science,1,1,0,1,1,P
16114,Bronx,25.464894394723945,3.548613955357916,8.33128823008611,Computer Information Systems,0,1,0,1,0,P
16115,Outside NYC,24.642966028620723,3.031118919377891,0.271377873464937,Computer Information Systems,1,1,1,1,0,P
16116,Outside NYC,22.576319248801347,3.447314545078949,8.691218101073957,Computer Information Systems,1,1,1,1,0,P
16117,Manhattan,17.751839875795426,3.476864755267065,1.2719680574769,Computer Information Systems,1,0,0,1,0,P
16118,Bronx,25.509687346556916,2.597690930940149,5.522649046728679,Computer Information Systems,0,1,0,0,0,P
16119,Outside NYC,27.97240118431914,3.1822381482668503,5.686000745611788,Computer Information Systems,0,1,1,0,1,P
0,Outside NYC,24.681862288970407,2.5840151222461136,7.711495699527089,Computer Information Systems,1,1,1,1,1,DWFI
1,Brooklyn,22.29244512104252,2.856683569051955,9.954397947388717,Computer Science,1,1,1,1,1,DWFI
2,Staten Island,23.79922537534812,3.82617323692755,8.715084863539994,Computer Science,0,1,0,1,0,DWFI
3,Outside NYC,19.062762860797427,1.8449471273947946,12.240750573533035,Computer Science,1,0,0,1,1,DWFI
