index,borough,age,gpa,days_missed,major,full_time,freshman,first_generation,employed,pell_grant,grade
627,Brooklyn,18.728649968419692,3.226577829898462,4,Computer Information Systems,1,1,1,1,1,P
5151,Brooklyn,21.600400710492007,2.817263736112748,3,Computer Science,1,1,0,0,0,P
5497,Manhattan,12.530983153760754,2.6497247174163467,15,Computer Information Systems,1,1,1,0,1,DWFI
6909,Outside NYC,30.008008668162297,3.638729958855472,6,Computer Information Systems,1,0,1,0,0,P
12749,Brooklyn,23.282796476091868,3.110147051551697,24,Computer Information Systems,1,1,1,1,0,DWFI
10267,Outside NYC,31.28897136273439,3.13492035077114,10,Computer Information Systems,1,0,0,1,1,DWFI
6507,Brooklyn,21.351915046556453,2.243945579004519,16,Computer Science,0,1,1,0,0,DWFI
12801,Brooklyn,21.902303138572293,3.6222388876457887,2,Computer Science,1,1,1,1,0,P
4959,Brooklyn,19.29712760839192,3.0236635241263694,13,Computer Science,0,0,0,1,0,DWFI
15682,Manhattan,18.350402306493105,3.174032351561012,12,Computer Information Systems,0,1,1,1,1,DWFI
11693,Bronx,24.288353620088373,4.1482799743338,3,Computer Information Systems,1,1,1,1,0,P
9245,Queens,24.830709335257584,3.720525336242252,9,Computer Information Systems,1,1,1,1,0,DWFI
9771,Outside NYC,19.38283663895,2.120770628708029,0,Computer Information Systems,1,0,1,0,1,P
8585,Queens,23.83480143358089,2.493913149635381,8,Computer Science,0,0,1,1,0,DWFI
2553,Bronx,24.92189344706056,3.411773173626214,2,Computer Information Systems,1,0,1,1,1,P
15698,Bronx,17.031617951706767,2.0534603882387543,16,Computer Information Systems,0,1,0,1,0,DWFI
3774,Manhattan,27.912342066564253,3.467036655603456,2,Computer Science,1,1,1,0,1,P
16470,Outside NYC,22.86374620110712,2.165573183050132,16,Computer Science,1,0,1,0,1,DWFI
1820,Staten Island,27.08846248758128,3.3310455112012667,4,Computer Information Systems,0,0,0,0,0,P
8967,Manhattan,22.952579844012728,3.790351215781979,18,Computer Information Systems,0,0,1,1,0,DWFI
10569,Brooklyn,17.661104421709407,3.6451944189691754,14,Computer Science,0,1,0,1,1,DWFI
7255,Outside NYC,21.70322184963305,2.664512395784057,14,Computer Science,1,1,1,1,1,DWFI
10182,Brooklyn,20.90775189552886,3.4448829603859155,2,Computer Information Systems,1,0,0,1,0,P
13067,Brooklyn,24.225358735661057,3.0158259278151864,15,Computer Information Systems,0,1,1,1,0,DWFI
15220,Brooklyn,28.13695623899917,2.807355381544472,0,Computer Science,1,0,1,0,1,P
9741,Brooklyn,19.584638184913757,2.8624969298734624,4,Computer Information Systems,1,1,1,0,0,P
13355,Manhattan,24.176623976827603,2.9612873249066194,5,Computer Information Systems,1,1,1,0,0,P
16782,Brooklyn,28.2993009383364,3.686614634229552,1,Computer Science,0,1,1,1,1,P
10118,Brooklyn,19.782434354905675,2.796710211346317,5,Computer Science,1,1,1,1,0,P
11146,Manhattan,26.5206115636071,2.8691190183405006,18,Computer Information Systems,1,1,0,1,1,DWFI
8541,Outside NYC,26.797369327746225,2.8854743358792567,2,Computer Information Systems,1,1,1,1,0,P
10503,Outside NYC,23.90669573410777,3.573143036054204,2,Computer Information Systems,1,1,1,1,1,P
6174,Outside NYC,18.908268413136387,1.7284259160791051,11,Computer Information Systems,0,1,1,1,0,DWFI
7570,Outside NYC,15.17987060381344,2.6065685870856874,11,Computer Science,1,0,1,1,1,DWFI
7278,Queens,24.08686475363366,2.920344406041666,3,Computer Information Systems,0,1,1,0,0,P
14554,Manhattan,28.707951419123805,2.269948173388433,3,Computer Science,0,1,1,0,0,P
12946,Bronx,12.925455259687228,2.4755236487692285,3,Computer Information Systems,0,0,1,0,1,P
4439,Outside NYC,19.83272624270746,2.434968301040751,13,Computer Information Systems,1,0,0,1,0,DWFI
12804,Outside NYC,26.969879219038337,3.1030119786358963,2,Computer Information Systems,0,1,0,0,0,P
16948,Queens,18.967317406424797,2.5203142892594723,7,Computer Information Systems,0,1,0,1,0,DWFI
252,Outside NYC,23.78151002423489,3.691680474989945,0,Computer Information Systems,1,1,0,1,1,P
14439,Outside NYC,16.33917473656465,2.003751670975761,16,Computer Information Systems,1,1,1,1,1,DWFI
8719,Brooklyn,17.44982992605171,3.2930420523646573,22,Computer Information Systems,0,1,1,1,1,DWFI
13900,Outside NYC,25.80750235221621,2.66507931594602,8,Computer Information Systems,1,0,1,1,1,DWFI
2160,Brooklyn,27.2436560481011,3.762664804083531,3,Computer Science,0,0,0,0,1,P
1133,Bronx,31.948774463196717,2.9672351737342417,4,Computer Information Systems,1,1,1,0,1,P
15910,Outside NYC,23.37119441859797,2.7229058302282443,5,Computer Information Systems,1,1,1,0,0,P
10268,Outside NYC,29.41688756374698,3.2554648634388226,5,Computer Science,1,1,1,0,1,P
15181,Manhattan,20.576369912271225,3.4542004027619493,3,Computer Information Systems,1,0,1,0,0,P
9207,Bronx,25.045413250862875,3.400663999226358,7,Computer Science,1,1,0,0,1,P
7806,Brooklyn,25.26656415064718,3.0697375765545165,4,Computer Science,1,1,0,1,0,P
13323,Bronx,22.286137155102036,3.409360356350316,5,Computer Information Systems,1,0,0,0,1,P
6814,Outside NYC,18.970489910643707,3.1544525130043586,15,Computer Science,1,1,1,1,0,DWFI
14769,Outside NYC,26.4126986392496,3.2808284182062764,14,Computer Information Systems,0,1,1,1,1,DWFI
13069,Outside NYC,22.469930856068423,1.8793303708940776,3,Computer Science,1,0,0,1,0,P
4235,Manhattan,26.00407438078618,2.937920537007236,20,Computer Information Systems,1,0,0,1,1,DWFI
7956,Queens,26.11407088092808,3.0615208045837354,1,Computer Information Systems,0,0,0,1,0,P
385,Manhattan,27.127196255077106,2.784597103286909,3,Computer Information Systems,1,1,1,0,0,P
11813,Outside NYC,21.26390724876482,2.9657198466992822,4,Computer Science,1,0,1,0,0,P
8030,Brooklyn,22.037601671451917,3.268656401899299,1,Computer Science,1,0,1,1,1,P
2231,Bronx,24.26274067682277,3.0889233454295035,2,Computer Information Systems,1,1,1,0,0,P
15342,Bronx,25.136447322282965,2.4254153553447164,1,Computer Information Systems,0,0,1,0,0,P
9579,Outside NYC,24.33659791085244,4.08223756812186,2,Computer Information Systems,0,0,0,0,0,P
592,Brooklyn,21.778416210873296,3.7686142619816234,3,Computer Science,1,0,1,0,0,P
845,Bronx,23.84932669634579,2.9297980754860315,0,Computer Information Systems,0,1,1,1,1,P
1174,Queens,31.23984873760628,2.844069254762075,3,Computer Science,1,1,0,1,1,P
475,Brooklyn,22.09699999549832,4.070386842806072,1,Computer Science,1,1,0,0,1,P
7314,Bronx,23.975898482852525,2.7751238084306755,12,Computer Science,0,1,1,0,0,DWFI
15504,Outside NYC,16.83465628219915,2.3301735353148776,10,Computer Science,0,1,0,1,1,DWFI
7029,Brooklyn,24.55776038584548,3.092098213563844,3,Computer Science,1,1,0,1,1,P
1679,Brooklyn,25.29718149119609,2.425548684508608,4,Computer Science,1,1,1,1,1,P
3869,Queens,20.141593185512324,3.508989764383889,2,Computer Science,1,1,1,0,0,P
1932,Outside NYC,14.165584417026846,2.776462519266162,4,Computer Science,1,0,1,0,1,P
451,Outside NYC,30.469774058396226,2.968803529898845,7,Computer Information Systems,1,1,1,0,0,P
14828,Manhattan,24.158421747275103,2.97344063853702,3,Computer Science,1,1,1,0,1,P
1732,Outside NYC,20.220479866346466,3.091712625006927,3,Computer Science,1,1,0,1,0,P
5819,Outside NYC,15.241508870562903,3.3207082197030906,19,Computer Science,1,1,1,1,1,DWFI
5723,Bronx,21.050985687360093,2.79338203960442,16,Computer Science,1,1,1,0,1,DWFI
16486,Outside NYC,16.933901510627074,3.1200954618339174,15,Computer Information Systems,0,1,1,0,0,DWFI
11164,Manhattan,23.0711833066802,2.473376858742617,10,Computer Information Systems,0,1,1,0,1,DWFI
7180,Outside NYC,34.61953516599024,2.6023241119738,3,Computer Information Systems,1,0,1,0,0,P
7504,Bronx,30.09017530096905,1.874636602521151,3,Computer Information Systems,1,0,0,1,1,P
931,Brooklyn,17.558650154559036,3.8486608429526328,5,Computer Information Systems,1,1,1,0,0,P
307,Queens,30.742473441390903,4.145146144868452,1,Computer Information Systems,1,1,1,1,0,P
4138,Staten Island,19.26617953238133,3.849960003784807,1,Computer Information Systems,1,1,0,1,1,P
8159,Manhattan,27.06876894416764,2.9006862461489145,12,Computer Information Systems,1,1,1,1,1,DWFI
3945,Outside NYC,24.00870806215007,2.80149980678497,3,Computer Science,1,0,1,0,0,P
2251,Brooklyn,23.91976582396059,3.0118453864960677,6,Computer Information Systems,1,1,0,0,0,P
5313,Outside NYC,23.30735035090137,2.498181378328513,10,Computer Information Systems,1,1,1,1,0,DWFI
5039,Manhattan,34.745332253858834,3.2211621534098502,4,Computer Information Systems,1,0,1,0,0,P
15707,Bronx,27.11235326801033,2.6789436177158987,19,Computer Information Systems,0,0,0,1,1,DWFI
4179,Outside NYC,23.190864909608266,2.887708775038099,6,Computer Information Systems,1,0,1,0,0,P
16986,Outside NYC,22.74284326868084,3.0403171381589584,16,Computer Information Systems,0,1,1,0,0,DWFI
15507,Outside NYC,21.784625325973693,2.988041451479022,16,Computer Information Systems,0,1,0,1,1,DWFI
6443,Outside NYC,20.398132025430275,3.5381592275468847,13,Computer Information Systems,0,1,1,1,0,DWFI
15304,Brooklyn,23.44511919961836,2.7710675408033345,15,Computer Science,0,1,1,0,1,DWFI
5083,Outside NYC,16.278278521888012,3.190510590051982,3,Computer Information Systems,1,1,1,1,1,P
134,Outside NYC,19.89511231307613,2.7112279929745435,6,Computer Science,1,1,1,1,1,P
12277,Bronx,15.517825780301443,2.406082655494456,18,Computer Information Systems,1,1,1,1,1,DWFI
14699,Outside NYC,15.716975603119751,3.306199726470381,16,Computer Information Systems,0,1,0,1,1,DWFI
1327,Bronx,18.01327978187925,2.947814869992368,5,Computer Information Systems,0,1,1,0,0,P
12912,Brooklyn,25.32583285694518,3.2394726888431333,3,Computer Information Systems,1,1,1,0,0,P
16861,Manhattan,21.00906058709252,3.082141506561328,6,Computer Science,1,0,0,0,0,P
7959,Brooklyn,16.15982827712928,2.800393970153614,1,Computer Information Systems,0,0,1,0,0,P
11955,Brooklyn,23.101052432621614,2.810774687561677,0,Computer Information Systems,0,0,1,1,0,P
9623,Brooklyn,22.455676492403548,2.683849184003184,16,Computer Information Systems,1,0,0,1,1,DWFI
4511,Staten Island,15.623801686140956,3.053024018135729,14,Computer Information Systems,1,1,0,1,1,DWFI
1767,Brooklyn,21.2220807691642,3.0772002459395007,3,Computer Information Systems,0,1,1,1,1,P
15212,Queens,26.99676354708857,2.6670288660866293,2,Computer Information Systems,1,1,0,0,0,P
1809,Brooklyn,14.177771223561566,3.069700379705349,2,Computer Science,0,0,0,0,1,P
9149,Outside NYC,23.0412542347918,3.4537337973642463,2,Computer Science,1,0,1,0,0,P
909,Manhattan,22.31029836047587,3.6600049976467615,4,Computer Information Systems,1,0,0,0,0,P
8680,Brooklyn,18.55283877776219,3.5650724868939707,3,Computer Science,1,0,0,1,0,P
6034,Bronx,26.697630524401543,3.399131943233823,1,Computer Information Systems,1,1,0,0,0,P
10360,Manhattan,23.395065253756812,3.0472261542326056,8,Computer Science,1,0,1,1,0,DWFI
14078,Bronx,29.343239207058254,3.275855659192654,2,Computer Information Systems,1,1,1,1,1,P
3061,Outside NYC,24.791021042336894,2.4989175812162,4,Computer Information Systems,1,1,1,1,0,P
681,Outside NYC,28.254377153511896,2.7818668836798555,2,Computer Science,1,0,1,0,0,P
8268,Brooklyn,23.136547160854743,2.893819551404723,5,Computer Science,1,1,1,0,1,P
13324,Brooklyn,23.121402413828363,2.5804774732526337,3,Computer Information Systems,1,1,0,1,0,P
6747,Brooklyn,19.15571344481497,2.487758679765547,18,Computer Information Systems,0,1,1,1,1,DWFI
8109,Brooklyn,26.09983385716352,2.791444821039356,4,Computer Science,1,1,1,1,0,P
2343,Outside NYC,23.29639638340173,3.827481597956264,6,Computer Information Systems,1,0,1,0,0,P
1345,Queens,23.19859239534112,3.627252621047397,8,Computer Information Systems,1,0,0,0,0,P
6943,Outside NYC,24.410702818755933,3.075293660945697,1,Computer Information Systems,1,1,0,1,1,P
5573,Manhattan,23.607685840935574,2.3885502156460072,10,Computer Information Systems,0,1,1,1,0,DWFI
3972,Brooklyn,27.296641177687345,3.5214202588293166,3,Computer Science,1,1,0,0,1,P
15434,Outside NYC,22.532687033157305,3.933791542363368,3,Computer Information Systems,1,0,1,0,0,P
7782,Outside NYC,23.493369853670757,3.2889073297543674,5,Computer Information Systems,1,0,1,0,0,P
6659,Manhattan,19.53708962193006,2.863390638943179,13,Computer Science,1,0,1,0,1,DWFI
7063,Outside NYC,19.55904800169392,2.705998111161576,14,Computer Science,1,0,1,1,1,DWFI
12538,Brooklyn,25.413865101406326,2.749902915756104,2,Computer Science,1,0,1,1,1,P
16365,Outside NYC,21.37298767658872,3.2583126950972274,3,Computer Information Systems,0,0,0,1,0,P
3184,Outside NYC,22.946732129819367,2.1805023781079496,6,Computer Information Systems,1,0,0,1,0,P
7691,Queens,17.71688082179022,2.9480700728663543,13,Computer Information Systems,0,1,0,1,1,DWFI
5166,Outside NYC,19.882016834462213,2.943799861516147,4,Computer Information Systems,0,1,0,1,0,P
206,Brooklyn,33.894386346534155,3.5245659578415545,4,Computer Science,1,0,1,1,1,P
5786,Brooklyn,29.13999858358666,2.611407210362946,12,Computer Science,0,1,0,1,1,DWFI
16194,Queens,20.747091875782655,3.145588828023665,18,Computer Information Systems,1,0,1,1,0,DWFI
16395,Bronx,24.913333635434626,2.565207260663649,11,Computer Information Systems,1,0,1,1,1,DWFI
16279,Brooklyn,18.974413913812384,2.6370709576786067,10,Computer Information Systems,1,1,0,1,0,DWFI
2693,Queens,27.74591274235162,3.0969304468672627,7,Computer Information Systems,1,0,1,0,0,P
7794,Brooklyn,24.404835973551837,2.506611961668576,14,Computer Science,1,1,0,1,1,DWFI
16127,Manhattan,25.63798864810672,3.2863103856647795,18,Computer Science,1,0,0,1,1,DWFI
15736,Brooklyn,21.09592588959293,2.900094877277214,15,Computer Science,0,1,0,0,1,DWFI
4399,Outside NYC,23.47326025385411,3.1436939512211346,4,Computer Information Systems,0,1,0,1,1,P
16266,Outside NYC,17.341396019943556,2.8624405071985937,14,Computer Information Systems,0,1,0,0,1,DWFI
12054,Outside NYC,25.19545933611455,4.0800802221254,5,Computer Information Systems,1,0,1,1,1,P
11175,Brooklyn,20.487688215783937,3.150665318371265,12,Computer Information Systems,0,1,1,1,0,DWFI
12387,Staten Island,22.835354163348637,3.1361609498619267,14,Computer Information Systems,1,1,0,1,0,DWFI
9201,Queens,29.711942024628804,3.417677341881488,1,Computer Information Systems,1,1,1,0,0,P
3199,Outside NYC,19.98769153343507,2.9206579941263824,3,Computer Information Systems,1,0,1,0,1,P
11906,Outside NYC,31.69930721094196,3.1228991100389214,2,Computer Information Systems,0,0,0,0,1,P
12239,Outside NYC,16.019855845167456,1.8882104387779304,11,Computer Information Systems,1,0,1,1,0,DWFI
8578,Outside NYC,13.392955686366877,3.0851444798892205,16,Computer Information Systems,1,1,1,1,1,DWFI
1630,Outside NYC,18.52485935112808,3.3635303604429847,7,Computer Information Systems,1,0,0,1,0,P
4092,Queens,28.47958042045588,3.3756855409447075,2,Computer Information Systems,0,1,1,0,1,P
13221,Manhattan,28.811357727104426,3.696493308866959,3,Computer Information Systems,1,0,0,0,1,P
4368,Outside NYC,26.312034929101248,3.0516625510697866,3,Computer Information Systems,1,1,1,0,1,P
9043,Brooklyn,23.374509101062024,3.086026209631478,3,Computer Information Systems,0,1,0,1,1,P
8042,Outside NYC,23.48401568945693,2.9268990863985658,12,Computer Science,1,1,1,0,1,DWFI
15060,Bronx,24.574786143988195,3.870018092150819,11,Computer Science,1,1,0,1,1,DWFI
11534,Manhattan,24.691415511702296,1.793053080717795,12,Computer Information Systems,0,0,0,1,1,DWFI
15172,Manhattan,26.05861800735839,2.79606217941334,2,Computer Information Systems,1,1,1,0,1,P
10259,Brooklyn,27.34038072754995,3.046975385836599,1,Computer Science,0,1,1,0,1,P
11463,Outside NYC,24.797459584050884,2.7316976035613165,15,Computer Science,1,1,1,1,1,DWFI
11787,Outside NYC,22.93774689582908,3.219641506685217,2,Computer Information Systems,0,0,0,1,0,P
2545,Bronx,23.2708992694402,2.660894653864632,0,Computer Information Systems,1,0,1,1,1,P
10069,Outside NYC,21.45941061414675,2.7490796640356523,2,Computer Science,1,0,1,1,1,P
4976,Outside NYC,27.53452198415883,2.295964329052,11,Computer Science,0,0,0,0,1,DWFI
15184,Outside NYC,24.50162902879683,3.766413086020633,3,Computer Information Systems,1,0,1,0,1,P
14104,Manhattan,25.02956202835896,3.6030225407775727,1,Computer Information Systems,0,1,1,1,1,P
6311,Outside NYC,26.383830576930176,2.966892151471362,7,Computer Information Systems,1,1,0,1,0,P
2360,Brooklyn,24.14499056550434,2.915988772817743,3,Computer Science,0,1,1,0,1,P
14884,Outside NYC,23.843852202387875,1.3976254477839427,17,Computer Information Systems,0,1,1,1,0,DWFI
15759,Outside NYC,23.454935598315824,2.992628893616963,3,Computer Information Systems,1,1,1,1,1,P
4998,Manhattan,25.02308739473189,3.7809684364571687,4,Computer Information Systems,1,0,1,1,0,P
14410,Manhattan,16.105929611769557,3.5514738802829724,10,Computer Information Systems,0,0,0,1,1,DWFI
6727,Bronx,25.016487144368117,2.839617213631623,3,Computer Science,1,0,1,0,0,P
12283,Outside NYC,26.84408133275469,3.5784348593853097,0,Computer Information Systems,1,1,0,0,0,P
7144,Queens,20.66037860866808,3.5988447994228503,2,Computer Science,0,1,1,0,1,P
16704,Manhattan,25.165955470244903,3.843095340841833,4,Computer Information Systems,1,0,0,0,1,P
2525,Staten Island,25.897200871595302,3.5366386816985496,0,Computer Information Systems,1,0,0,0,1,P
4787,Outside NYC,18.301056057118053,2.3425152503667297,12,Computer Information Systems,1,1,0,1,1,DWFI
174,Manhattan,23.44025222962452,3.402528418290836,3,Computer Information Systems,0,0,1,1,1,P
8601,Manhattan,23.714544005821477,2.965491730512304,18,Computer Science,1,1,1,0,1,DWFI
1012,Bronx,9.61049807899596,3.141845268967961,1,Computer Science,1,1,1,1,1,P
9782,Bronx,25.554577858181403,3.4430666724567485,14,Computer Information Systems,0,1,0,1,1,DWFI
15437,Queens,26.91757287410991,2.8340356045664974,4,Computer Information Systems,0,0,1,1,0,P
4578,Staten Island,24.23760743657241,2.2077071000131734,16,Computer Science,1,0,0,0,1,DWFI
6559,Brooklyn,17.93137136433193,3.2750646292892958,10,Computer Information Systems,0,1,1,1,1,DWFI
11510,Outside NYC,23.31680275819534,3.0506641922935582,16,Computer Science,0,1,0,1,1,DWFI
13472,Outside NYC,20.074213147416614,3.012021718787336,4,Computer Information Systems,1,0,1,1,1,P
9541,Bronx,28.612678126734156,3.374697880884508,2,Computer Information Systems,1,1,1,1,0,P
1934,Manhattan,28.16165764320502,3.6424358743767993,1,Computer Information Systems,1,0,1,0,1,P
7668,Outside NYC,24.03587655101305,2.781908363117451,12,Computer Science,0,1,1,1,1,DWFI
9382,Staten Island,25.9907602553396,2.1545824583076096,1,Computer Information Systems,1,1,1,1,1,P
13558,Manhattan,22.231458339970278,2.779712824809654,18,Computer Information Systems,1,1,1,1,0,DWFI
4792,Bronx,24.68552621706124,3.536075924773437,5,Computer Information Systems,1,0,0,0,1,P
9685,Manhattan,24.348918359142797,2.924488912726221,6,Computer Information Systems,1,1,0,0,1,P
13604,Outside NYC,24.72046628460909,3.0901744186300566,3,Computer Science,1,0,0,0,0,P
9114,Bronx,23.39103014490075,3.361668767296808,3,Computer Information Systems,1,1,0,0,0,P
5492,Brooklyn,21.317966322265136,2.870347757793109,4,Computer Science,0,1,1,0,1,P
16132,Staten Island,21.756128434300056,2.852790893782229,10,Computer Information Systems,0,0,1,1,1,DWFI
10738,Outside NYC,25.65491035444154,3.192582730548599,18,Computer Information Systems,1,1,0,0,0,DWFI
1080,Outside NYC,24.4995922306422,2.403205992121753,4,Computer Information Systems,1,0,1,1,1,P
6705,Brooklyn,29.46449184633025,3.813698315178324,4,Computer Information Systems,1,1,1,0,0,P
1250,Manhattan,28.902548983484536,3.021051586066813,3,Computer Science,0,0,1,0,0,P
2257,Bronx,22.41110768048767,3.299464069878717,3,Computer Information Systems,1,0,1,0,0,P
262,Outside NYC,20.05642121328256,2.723797286855796,3,Computer Information Systems,0,0,0,1,1,P
14147,Outside NYC,22.78368637676129,3.220666105217711,0,Computer Science,1,0,0,1,0,P
16022,Outside NYC,27.81475670310065,2.972267437431183,5,Computer Information Systems,0,1,0,0,0,P
8449,Brooklyn,20.674923651446136,3.497922024214814,4,Computer Science,0,1,0,1,1,P
5429,Outside NYC,24.08506691295093,2.7372694363743744,16,Computer Information Systems,0,1,1,1,0,DWFI
4869,Queens,21.25379563636646,3.25319263541034,4,Computer Information Systems,0,0,0,0,0,P
6884,Outside NYC,26.05201154568993,2.2601622135803097,18,Computer Science,1,1,1,1,1,DWFI
4673,Brooklyn,20.419977441735544,3.0464533151273687,0,Computer Information Systems,1,1,0,1,0,P
13662,Staten Island,23.77083184270804,3.9520516221531112,14,Computer Science,1,1,1,0,0,DWFI
8969,Brooklyn,24.405505673536084,3.173512141441839,3,Computer Information Systems,0,0,1,0,1,P
2229,Outside NYC,29.85557661352141,3.8582644071040177,2,Computer Information Systems,0,1,1,1,0,P
228,Manhattan,25.06284651263664,2.195750234563231,1,Computer Information Systems,0,1,0,1,1,P
14103,Manhattan,25.917285500401725,2.580459687093412,0,Computer Information Systems,1,0,1,0,1,P
12546,Brooklyn,28.707749282421265,3.3691791745047817,14,Computer Science,0,1,0,1,1,DWFI
14524,Outside NYC,21.27421015230718,2.5555916602394357,21,Computer Science,1,0,0,1,1,DWFI
8377,Queens,21.86900832158297,3.054509236548692,2,Computer Science,1,1,1,1,0,P
3858,Queens,21.59943023149089,2.758328548517461,3,Computer Information Systems,0,1,1,1,1,P
10145,Queens,25.32697646138452,2.366939033352949,4,Computer Information Systems,1,1,1,1,0,P
2109,Outside NYC,23.61202689126172,4.010467529521512,6,Computer Science,0,1,0,0,0,P
5502,Queens,25.17629160241665,2.282820150019469,10,Computer Information Systems,1,1,1,1,1,DWFI
5763,Outside NYC,23.27478008973092,4.106638713485604,2,Computer Information Systems,1,0,1,1,1,P
2801,Bronx,26.84753827541031,2.917952511188272,6,Computer Information Systems,1,1,1,0,0,P
15902,Staten Island,23.328440911305893,3.6575204085078,20,Computer Science,1,1,1,0,1,DWFI
10761,Brooklyn,24.644041559024732,3.187444267448789,5,Computer Science,0,0,0,1,0,P
6663,Queens,26.526918361925304,3.036092032051116,3,Computer Information Systems,1,0,1,1,1,P
103,Outside NYC,29.933711557974068,2.718830400404327,2,Computer Information Systems,0,1,0,0,0,P
5265,Bronx,20.151153244311843,2.330745594168314,18,Computer Information Systems,1,0,0,1,1,DWFI
5574,Queens,29.37016760849334,2.3126818128444726,15,Computer Science,1,1,0,1,1,DWFI
7686,Brooklyn,20.648075393546037,3.4582371102265776,14,Computer Information Systems,1,1,1,1,1,DWFI
8298,Brooklyn,26.763066883393872,2.481960049421197,5,Computer Information Systems,1,1,1,0,0,P
1913,Outside NYC,21.80596212574873,3.01994341928819,2,Computer Information Systems,1,1,1,0,1,P
13050,Outside NYC,19.188373555946008,3.1375585611626,4,Computer Information Systems,0,1,1,0,1,P
14316,Manhattan,17.83686377906691,3.524486475126217,2,Computer Science,1,0,1,0,1,P
1319,Bronx,23.573217085563787,3.5414255297443766,4,Computer Information Systems,1,1,1,1,0,P
9558,Outside NYC,18.65880511193143,3.220449383808295,4,Computer Information Systems,0,1,1,0,0,P
4100,Outside NYC,23.89632548912273,2.758699862795221,3,Computer Information Systems,0,1,1,0,1,P
2170,Outside NYC,23.332444875982016,4.272085646984786,2,Computer Information Systems,1,0,1,0,0,P
15849,Outside NYC,33.0541792530416,3.973762056312043,3,Computer Information Systems,1,0,1,0,0,P
16004,Outside NYC,19.82539199896604,1.8183024146335676,14,Computer Science,0,1,1,0,0,DWFI
13542,Outside NYC,23.756424527649354,2.4140385185319277,12,Computer Science,1,1,1,0,1,DWFI
14416,Outside NYC,20.154184459012367,3.05574650546064,15,Computer Science,1,1,1,1,0,DWFI
14361,Brooklyn,25.084338511057314,2.0647543298368243,5,Computer Science,1,0,1,1,1,P
9322,Queens,20.43124691238969,2.860103767017011,15,Computer Information Systems,0,1,1,0,0,DWFI
4540,Queens,16.203595885954346,1.6156935477784378,20,Computer Science,1,1,0,1,0,DWFI
14779,Bronx,23.82686301556653,2.85871012876344,16,Computer Science,1,0,1,0,1,DWFI
8739,Bronx,20.18303684239422,3.288017171701738,1,Computer Information Systems,1,1,0,0,0,P
2849,Manhattan,26.48609530513548,2.530569471676623,4,Computer Science,1,1,1,0,0,P
7060,Staten Island,21.107956163824685,1.9610907955265973,18,Computer Information Systems,0,1,0,1,0,DWFI
9591,Outside NYC,25.12869426557677,3.1880564958298168,1,Computer Science,1,1,0,1,1,P
8937,Outside NYC,16.486199771939333,2.1545662047201835,13,Computer Information Systems,1,1,1,0,0,DWFI
3529,Outside NYC,21.281609442719592,2.484433858037008,2,Computer Information Systems,1,1,0,1,0,P
2052,Manhattan,24.76323244049852,2.7846733468650635,3,Computer Information Systems,0,0,1,0,1,P
16324,Bronx,22.865314239708653,3.357285950514547,4,Computer Information Systems,1,1,1,1,1,P
2151,Brooklyn,24.6176370229756,2.733427251402256,0,Computer Information Systems,1,1,0,0,0,P
10842,Manhattan,18.18346664866652,3.153771872069486,13,Computer Information Systems,1,0,0,1,0,DWFI
8237,Outside NYC,26.170567546890272,2.8260921862207136,14,Computer Science,1,1,1,1,1,DWFI
6564,Manhattan,15.346305744234323,3.0365596241984,17,Computer Information Systems,1,1,0,1,1,DWFI
2604,Outside NYC,15.919489843722936,2.318608080333091,6,Computer Information Systems,0,1,0,0,1,P
13252,Outside NYC,16.45590051672725,2.1894808661619205,9,Computer Information Systems,1,0,0,1,1,DWFI
16876,Queens,17.535989284880074,2.057761815959021,13,Computer Information Systems,1,1,0,1,1,DWFI
7043,Brooklyn,23.882687085873133,2.552815285094657,4,Computer Information Systems,0,1,0,1,0,P
3696,Outside NYC,25.487175668518297,3.365732415973072,0,Computer Information Systems,1,1,1,1,1,P
8762,Outside NYC,21.819352263508488,3.186146509341075,18,Computer Information Systems,1,1,1,1,1,DWFI
15414,Queens,30.611119007721268,2.9695527939314235,0,Computer Information Systems,1,0,0,0,1,P
6051,Manhattan,18.150409027486035,2.725388120558564,22,Computer Science,0,1,1,1,0,DWFI
13288,Outside NYC,18.24555019495856,2.5056480506583463,2,Computer Information Systems,1,1,0,1,0,P
1976,Outside NYC,29.009922899339998,3.229522280299334,5,Computer Information Systems,1,0,0,1,0,P
6557,Outside NYC,23.14780411849567,2.443768073029505,5,Computer Information Systems,0,0,0,1,1,P
14008,Brooklyn,21.18931224489088,3.359855339113937,2,Computer Information Systems,1,0,1,0,0,P
2569,Manhattan,26.115045138120493,3.466001331523011,1,Computer Science,1,0,1,0,0,P
10337,Outside NYC,25.633765147599988,1.372292937322724,9,Computer Information Systems,1,1,1,1,1,DWFI
13469,Staten Island,22.405954231553324,3.3070628227478487,3,Computer Science,1,0,1,0,1,P
13675,Outside NYC,30.716567196938712,2.415039265914352,1,Computer Science,1,0,1,0,1,P
13348,Outside NYC,20.028523922813868,2.880953405829647,15,Computer Information Systems,1,1,1,1,1,DWFI
68,Outside NYC,20.80723351376745,3.56555921348386,2,Computer Information Systems,0,0,1,0,1,P
2568,Manhattan,20.847609270799406,2.825713701971393,4,Computer Information Systems,0,1,0,1,0,P
13968,Outside NYC,22.03099581659314,3.630068085219247,2,Computer Science,0,1,0,1,1,P
